RA,IAA,IEG,IPS,math,portuguese,lag,year
RA-392,"9,6","5,4","5,6","0,0","2,0",-1,2024
RA-352,"8,3","4,5","6,3","2,0","5,5",1,2024
RA-1562,"6,3","8,7","5,0","0,5",,-2,2024
RA-367,"9,2","7,3","6,3","2,0","5,5",1,2024
RA-1563,"8,8","8,3","7,5","5,0","7,5",-1,2024
RA-1564,"8,3","4,9","6,9","1,0","3,5",-1,2024
RA-1565,"0,0","8,1","7,5","7,0","3,0",-1,2024
RA-1566,"9,2","9,2","7,5","3,0","8,0",-2,2024
RA-1567,"8,3","8,8","7,5","5,0","9,5",-2,2024
RA-356,"8,3","6,7","5,6","1,0","7,0",1,2024
RA-1568,"9,2","7,5","7,5","7,5","7,5",-1,2024
RA-247,"0,0","8,3","6,3","0,0","5,0",0,2024
RA-204,"9,2","6,8","6,3","5,0","7,5",0,2024
RA-1569,"6,7","7,1","6,3","2,0","3,0",-2,2024
RA-1570,"9,6","7,5","7,5","6,5","9,0",-1,2024
RA-1571,"8,3","9,1","5,0","5,0","6,0",-1,2024
RA-1572,"9,2","9,8","7,5","7,5","6,5",-1,2024
RA-1150,"8,3","6,5","7,5","4,0","6,5",-2,2024
RA-1573,"9,2","6,1","6,3","0,0","6,0",-1,2024
RA-1574,"8,8","8,4","7,5","7,0","6,0",-1,2024
RA-1151,"7,5","9,7","5,6","9,0","8,0",1,2024
RA-1575,"9,2","8,6","6,9","0,0","7,5",-1,2024
RA-1081,"6,7","9,5","5,0","9,5","8,0",0,2024
RA-342,"8,8","7,7","6,3","6,5","7,0",-1,2024
RA-1576,"8,3","9,5","5,6","7,5","4,5",-1,2024
RA-187,"8,8","9,5","5,6","7,5","7,0",0,2024
RA-359,"9,2","7,2","6,3","4,0","4,5",1,2024
RA-1577,"10,0","5,0","7,5","4,0","7,0",-1,2024
RA-236,"9,2","7,9","6,3","1,5","4,0",0,2024
RA-249,"7,1","6,6","5,0","1,0","8,0",-2,2024
RA-239,"8,8","6,4","5,6","4,0","10,0",-3,2024
RA-382,"9,2","6,3","5,6","2,0","3,0",-1,2024
RA-383,"9,2","8,6","7,5","1,0","8,0",1,2024
RA-1155,"8,3","8,9","5,0","6,0","8,0",-1,2024
RA-384,"7,5","8,6","7,5","5,0","9,5",0,2024
RA-1156,"7,5","7,8","7,5","6,0","0,0",1,2024
RA-1578,"8,3","6,8","7,5","6,0","6,0",1,2024
RA-388,"7,5","6,3","7,5","1,0","7,0",-1,2024
RA-260,"8,8","9,7","7,5","7,5","5,5",0,2024
RA-395,"8,8","6,9","6,3","2,5","5,5",1,2024
RA-262,"7,9","4,9","7,5","1,0","4,5",-2,2024
RA-1579,"8,8","9,1","5,6","7,5","6,0",-2,2024
RA-1580,"8,8","9,0","7,5","5,0","7,5",-1,2024
RA-377,"9,2","7,7","7,5","4,0","6,5",0,2024
RA-250,"9,2","9,6","6,9","10,0","7,5",0,2024
RA-1581,"8,3","7,8","6,3","7,0","4,5",-1,2024
RA-1582,"8,3","8,1","6,3","7,0","2,0",-1,2024
RA-1583,"7,9","7,8","6,3","8,0","6,5",-1,2024
RA-450,"8,8","9,0","5,6","8,0","8,5",-1,2024
RA-426,"7,9","7,9","4,4","3,5","7,0",-1,2024
RA-1584,"8,3","9,2","7,5","6,0","5,5",-1,2024
RA-313,"8,8","9,7","5,6","1,0","8,0",-1,2024
RA-467,"7,9","9,1","5,0","5,5","9,0",0,2024
RA-1585,"10,0","6,8","7,5","5,0","3,0",-1,2024
RA-432,"7,5","10,0","6,3","5,0","6,0",-1,2024
RA-1586,"10,0","6,1","5,0","3,5","5,5",-1,2024
RA-470,"9,6","8,0","7,5","3,5","4,0",0,2024
RA-417,"8,3","8,4","7,5","9,0","10,0",0,2024
RA-407,"8,3","7,6","6,3","2,0","5,0",0,2024
RA-1587,"9,2","10,0","7,5","7,5","0,0",-2,2024
RA-1588,"7,9","8,6","7,5","3,5","4,5",0,2024
RA-424,"8,3","9,6","7,5","2,0","6,0",0,2024
RA-1193,"8,8","7,8","5,6","3,0","6,0",-1,2024
RA-411,"7,1","9,1","5,6","3,5","7,0",0,2024
RA-412,"8,3","8,5","6,3","8,0","6,0",0,2024
RA-428,"9,2","8,9","5,6","3,0","4,0",0,2024
RA-315,"0,0","5,9","7,5","6,5","6,5",-1,2024
RA-442,"8,3","5,9","5,6","4,5","7,0",1,2024
RA-301,"9,2","7,5","7,5","10,0","9,0",0,2024
RA-1163,"8,3","9,8","7,5","9,5","6,5",0,2024
RA-402,"7,5","3,1","6,3","3,0","3,5",0,2024
RA-1589,"0,0","6,3","7,5","3,0","2,0",-1,2024
RA-1162,"7,9","9,1","6,3","4,0","7,5",0,2024
RA-471,"0,0","7,0","7,5","4,0","5,5",0,2024
RA-416,"8,8","9,0","7,5","8,0","7,5",1,2024
RA-303,"8,8","4,0","7,5","5,0","5,0",-2,2024
RA-418,"8,8","10,0","7,5","9,5","8,5",1,2024
RA-419,"7,1","9,4","6,3","6,5","8,0",1,2024
RA-420,"8,3","9,6","6,3","3,0","4,5",1,2024
RA-1166,"8,3","8,5","6,3","5,0","7,0",-1,2024
RA-425,"10,0","10,0","6,3","10,0","7,5",0,2024
RA-1590,"7,9","8,3","7,5","8,5","8,0",-1,2024
RA-1591,"7,1","6,4","7,5","3,0","4,5",-2,2024
RA-273,"9,2","7,3","6,3","3,0","6,5",-1,2024
RA-1592,"7,9","6,9","7,5","4,0","7,5",-1,2024
RA-457,"8,3","8,7","7,5","8,0","8,0",1,2024
RA-305,"8,3","7,9","6,3","3,0","3,0",-1,2024
RA-421,"8,8","9,5","7,5","5,0","6,0",1,2024
RA-1169,"6,3","8,4","5,6","6,0","6,5",-1,2024
RA-1593,"6,2","4,9","6,3","9,0","6,5",-1,2024
RA-1594,"9,6","6,1","6,3","1,0","4,0",-2,2024
RA-283,"8,8","9,8","6,9","6,5","8,0",-2,2024
RA-459,"7,9","8,5","5,6","0,0","6,0",0,2024
RA-454,"9,6","6,6","6,3","3,0","2,0",-2,2024
RA-1595,"8,3","7,9","6,3","3,0","0,0",0,2024
RA-1596,"8,8","10,0","7,5","5,0","0,0",-2,2024
RA-170,"9,2","8,5","5,6","10,0","6,5",-1,2024
RA-1597,"7,5","8,4","7,5","2,0","0,0",-1,2024
RA-1171,"8,3","7,2","7,5","5,0","9,5",-1,2024
RA-116,"8,3","7,5","5,6","6,5","2,0",-2,2024
RA-217,"8,3","8,9","6,3","9,0","7,0",-1,2024
RA-103,"8,3","9,6","6,3","9,0","9,0",0,2024
RA-178,"9,6","8,7","6,3","2,5","2,5",0,2024
RA-1172,"7,5","6,1","6,3","0,0","5,0",-1,2024
RA-180,"9,2","9,4","7,5","9,0","8,5",2,2024
RA-181,"7,5","8,7","6,3","0,0","7,5",0,2024
RA-121,"8,8","8,2","6,3","7,5","9,0",-2,2024
RA-211,"9,6","9,4","7,5","5,5","6,5",0,2024
RA-1198,"8,8","9,5","7,5","0,0","1,0",-1,2024
RA-110,"9,2","9,7","6,3","10,0","7,0",0,2024
RA-189,"10,0","10,0","6,3","7,0","7,5",0,2024
RA-127,"8,8","9,5","7,5","10,0","3,5",0,2024
RA-115,"7,9","4,2","6,3","6,5","4,5",-2,2024
RA-215,"7,1","6,5","6,3","5,0","2,0",0,2024
RA-1598,"9,6","8,9","7,5","7,5","7,5",0,2024
RA-1174,"8,8","8,3","6,3","5,0","3,0",0,2024
RA-192,"8,3","6,4","7,5","4,0","7,5",-2,2024
RA-220,"8,8","8,2","6,3","8,0","3,5",0,2024
RA-186,"7,9","9,6","6,3","6,0","7,0",1,2024
RA-1181,"9,2","5,0","6,3","1,0","1,0",0,2024
RA-1599,"8,3","9,7","7,5","7,0","6,0",-2,2024
RA-111,"9,2","9,5","6,3","8,0","7,0",0,2024
RA-1600,"8,8","8,4","6,3","5,0","2,0",-2,2024
RA-1601,"8,8","7,0","7,5","5,0","5,0",-1,2024
RA-176,"9,6","9,5","6,3","9,0","8,0",1,2024
RA-1602,"7,9","8,8","7,5","9,5","2,0",0,2024
RA-1603,"7,5","9,3","7,5","8,5","7,0",-1,2024
RA-1604,"9,2","7,8","7,5","10,0","5,5",-1,2024
RA-193,"8,8","9,8","6,3","6,5","4,5",1,2024
RA-195,"7,5","9,7","6,3","9,0","6,5",1,2024
RA-196,"8,8","9,7","7,5","8,0","7,0",1,2024
RA-197,"7,5","9,8","6,3","7,0","8,0",0,2024
RA-229,"9,6","9,8","5,6","9,5","7,0",1,2024
RA-202,"8,3","7,9","6,3","8,5","6,0",-1,2024
RA-1176,"8,8","9,7","6,3","10,0","8,0",1,2024
RA-1177,"8,8","9,8","6,3","9,5","5,5",0,2024
RA-146,"8,8","9,5","5,6","9,0","9,0",-2,2024
RA-1199,"7,5","8,6","5,0","10,0","7,0",-2,2024
RA-1178,"8,8","9,7","6,3","9,0","8,0",-1,2024
RA-149,"9,6","4,1","6,3","0,0","6,5",-2,2024
RA-1605,"0,0","5,1","7,5","0,0","7,5",-1,2024
RA-107,"7,5","8,0","7,5","0,0","4,5",-1,2024
RA-184,"8,8","8,7","6,3","9,5","5,0",1,2024
RA-1606,"8,3","5,1","7,5","7,5","0,0",-2,2024
RA-1607,"5,8","6,2","5,6",,"0,0",-1,2024
RA-1608,"8,8","7,2","7,5","8,5","3,5",0,2024
RA-1173,"9,2","9,7","7,5","6,0","7,5",0,2024
RA-237,"8,8","9,7","6,3","6,0","7,0",-1,2024
RA-147,"8,3","9,3","7,5","6,0","2,5",-1,2024
RA-131,"8,8","9,4","7,5","4,0","5,0",-2,2024
RA-1609,"8,3","9,7","7,5","6,0","4,0",-2,2024
RA-137,"9,6","7,6","5,0","2,0","8,5",-2,2024
RA-1184,"6,7","8,7","7,5","6,0","7,0",-1,2024
RA-138,"9,6","8,8","7,5","7,5","5,0",-2,2024
RA-1610,"9,2","7,8","7,5","4,0","2,0",-2,2024
RA-1611,"7,1","8,4","7,5","2,0","2,5",-2,2024
RA-1612,"6,7","8,5","7,5","5,0","6,5",-2,2024
RA-1188,"9,2","10,0","7,5","7,0","6,0",-1,2024
RA-1613,"8,3","7,1","7,5","0,0","1,0",-2,2024
RA-244,"7,5","10,0","6,3","10,0","9,0",1,2024
RA-267,"10,0","8,3","6,3","0,0","2,0",-2,2024
RA-1189,"9,6","8,7","7,5","7,0","7,0",-1,2024
RA-113,"8,8","7,1","7,5","7,0","6,0",-1,2024
RA-152,"7,5","7,3","5,6","0,0","7,5",-2,2024
RA-318,"7,9","9,1","7,5","2,0","6,0",-1,2024
RA-274,"8,3","9,6","5,6","9,0","9,0",2,2024
RA-319,"9,6","9,0","7,5","4,0","5,0",0,2024
RA-160,"8,3","7,4","6,3","3,0","5,5",-1,2024
RA-161,"8,8","8,0","6,3","5,0","7,0",0,2024
RA-1614,"7,5","6,6","7,5","5,0","5,5",-1,2024
RA-164,"9,6","8,1","6,3","6,0","2,0",-2,2024
RA-165,"7,5","9,4","7,5","10,0","7,5",0,2024
RA-1615,"7,9","9,8","7,5","8,0","7,0",0,2024
RA-1616,"8,3","8,4","7,5","5,5","6,5",-1,2024
RA-271,"9,2","9,0","6,3","5,0","7,5",-1,2024
RA-316,"9,2","10,0","7,5","8,5","7,0",0,2024
RA-286,"6,7","4,0","6,3","5,0","0,0",-1,2024
RA-320,"9,2","10,0","7,5","7,5","5,5",0,2024
RA-1207,"8,3","6,6","7,5","4,5","1,5",-1,2024
RA-1617,"0,0","5,6","7,5","0,5","6,0",-1,2024
RA-158,"8,3","7,8","6,3","2,5","1,5",0,2024
RA-306,"7,9","7,7","7,5","3,5","1,5",-1,2024
RA-1618,"8,3","7,9","7,5","5,0","7,0",-1,2024
RA-308,"7,1","8,7","5,6","5,5","7,0",1,2024
RA-1619,"7,5","9,3","7,5","4,0","4,5",1,2024
RA-299,"8,8","9,0","6,3","8,0","7,5",1,2024
RA-251,"8,8","8,6","5,6","4,0","2,5",-1,2024
RA-157,"8,3","10,0","6,3","10,0","9,0",1,2024
RA-1620,"8,8","6,7","7,5","5,5","7,0",-1,2024
RA-321,"7,9","9,5","6,3","6,0","6,0",1,2024
RA-1195,"9,6","9,9","5,6","8,0","5,0",-2,2024
RA-1200,"7,9","7,1","6,3","0,0","4,5",-1,2024
RA-278,"9,2","9,9","7,5","9,0","9,0",1,2024
RA-85,"8,3","8,7","3,8","9,0","4,5",-2,2024
RA-279,"9,2","10,0","7,5","10,0","8,0",1,2024
RA-1621,"7,9","10,0","6,3","7,5","7,5",-1,2024
RA-280,"7,9","9,9","6,3","10,0","8,0",1,2024
RA-1201,"8,8","9,5","7,5","9,0","8,0",-1,2024
RA-1622,"8,3","10,0","7,5","10,0","9,0",-1,2024
RA-132,"8,3","8,4","7,5","7,0","8,0",0,2024
RA-42,"9,2","9,7","5,6","9,0","7,5",-1,2024
RA-1623,"9,2","8,5","6,3","5,5","2,5",0,2024
RA-106,"9,2","8,8","5,6","7,0","3,5",0,2024
RA-123,"7,5","8,4","5,6","6,5","5,5",-1,2024
RA-125,"8,3","5,6","7,5","3,0","7,0",-1,2024
RA-1624,"7,9","9,5","7,5","8,0","5,5",-1,2024
RA-1625,"7,5","7,1","7,5","3,0","2,0",0,2024
RA-1626,"8,8","9,7","7,5","5,5","6,5",0,2024
RA-1627,"7,1","7,8","7,5","6,0","7,5",-1,2024
RA-1628,"8,3","8,5","7,5","3,0","5,0",0,2024
RA-112,"7,1","8,0","7,5","9,5","6,0",0,2024
RA-1629,"9,6","8,6","7,5","8,8","3,0",-1,2024
RA-91,"10,0","7,5","5,6","9,0","4,0",-1,2024
RA-167,"8,8","9,5","6,3","8,0","6,5",-1,2024
RA-1203,"9,2","9,6","7,5","8,5","9,0",0,2024
RA-94,"10,0","9,7","6,3","7,0","7,0",0,2024
RA-81,"9,2","9,3","6,3","9,0","6,5",0,2024
RA-1630,"8,3","9,8","7,5","9,0","9,0",0,2024
RA-171,"7,5","7,8","5,6","7,0","8,0",-1,2024
RA-1220,"7,1","8,6","6,9","9,0","7,0",-1,2024
RA-1631,"9,6","10,0","7,5","5,0","6,5",-1,2024
RA-1632,"9,2","10,0","7,5","9,0","6,0",0,2024
RA-1210,"9,6","10,0","7,5","5,0","6,5",0,2024
RA-175,"10,0","9,5","6,3","9,5","6,5",-1,2024
RA-80,"8,8","7,9","8,1","5,0","6,0",0,2024
RA-40,"7,1","7,2","8,1","3,5","6,0",0,2024
RA-1214,"10,0","9,1","8,1","8,0","6,0",0,2024
RA-92,"10,0","8,8","7,5","8,0","5,0",0,2024
RA-45,"7,5","9,6","9,4","7,5","7,0",0,2024
RA-56,"10,0","9,3","10,0","8,0","6,0",0,2024
RA-57,"9,6","6,0","6,9","6,0","6,5",0,2024
RA-58,"9,6","9,8","7,5","8,0","6,5",0,2024
RA-78,"8,8","8,0","8,8","6,5","6,0",0,2024
RA-87,"8,8","9,6","9,4","10,0","7,5",1,2024
RA-64,"10,0","9,0","8,1","8,0","6,5",0,2024
RA-48,"7,9","8,3","9,4","6,5","6,0",0,2024
RA-1230,"7,9","0,0","7,2","0,0","0,0",0,2024
RA-90,"10,0","9,0","6,9","7,7","8,3",2,2024
RA-269,"9,2","9,6","7,5","8,1","8,6",2,2024
RA-270,"9,2","0,0","6,3","0,0","0,0",2,2024
RA-76,"10,0","9,0","6,9","7,3","7,8",2,2024
RA-153,"8,8","0,0","6,6","0,0","0,0",2,2024
RA-1226,"8,3","9,0","6,9","6,0","6,2",0,2024
RA-93,"9,2","9,9","6,3","6,8","7,2",1,2024
RA-119,"7,1","10,0","6,6","6,1","7,5",1,2024
RA-241,"10,0","9,9","7,2","6,2","7,2",2,2024
RA-242,"9,6","9,6","6,3","8,1","8,1",2,2024
RA-52,"8,8","9,4","6,9","6,8","8,9",2,2024
RA-1227,"8,8","0,0","7,2","0,0","0,0",0,2024
RA-245,"9,2","10,0","6,9","8,4","7,6",2,2024
RA-246,"8,3","0,0","6,6","0,0","0,0",2,2024
RA-1228,"8,8","0,0","7,5","0,0","0,0",0,2024
RA-1229,"9,2","0,0","6,6","0,0","0,0",0,2024
RA-98,"9,6","9,5","7,2","9,2","8,9",1,2024
RA-277,"8,3","9,7","6,6","6,5","8,2",2,2024
RA-172,"8,8","9,8","6,6","6,7","7,7",1,2024
RA-291,"8,8","9,7","6,3","6,0","6,5",2,2024
RA-86,"6,7","9,7","6,6","6,4","6,3",0,2024
RA-143,"10,0","9,9","6,9","0,0","0,0",2,2024
RA-166,"8,3","9,2","6,6","8,2","7,8",1,2024
RA-191,"7,5","9,6","5,9","6,0","6,9",2,2024
RA-1236,,0,,,,0,2024
RA-1234,,0,,,,0,2024
RA-1633,,0,,,,0,2024
RA-1248,,0,,,,0,2024
RA-1246,,0,,,,0,2024
RA-1245,,0,,,,0,2024
RA-1244,,0,,,,0,2024
RA-1634,,0,,,,0,2024
RA-1242,,0,,,,0,2024
RA-1250,,0,,,,0,2024
RA-1241,,0,,,,0,2024
RA-1240,,0,,,,0,2024
RA-1249,,0,,,,0,2024
RA-1239,,0,,,,0,2024
RA-1251,,0,,,,0,2024
RA-1264,,0,,,,0,2024
RA-1263,,0,,,,0,2024
RA-1262,,0,,,,0,2024
RA-1261,,0,,,,0,2024
RA-1259,,0,,,,0,2024
RA-1257,,0,,,,0,2024
RA-1256,,0,,,,0,2024
RA-1265,,0,,,,0,2024
RA-1255,,0,,,,0,2024
RA-13,,0,,,,0,2024
RA-1253,,0,,,,0,2024
RA-1635,,0,,,,0,2024
RA-1273,,0,,,,0,2024
RA-14,,0,,,,0,2024
RA-1271,,0,,,,0,2024
RA-1,,0,,,,0,2024
RA-1270,,0,,,,0,2024
RA-1274,,0,,,,0,2024
RA-23,,0,,,,0,2024
RA-2,,0,,,,0,2024
RA-25,,0,,,,0,2024
RA-1272,,0,,,,0,2024
RA-6,,0,,,,0,2024
RA-29,,0,,,,0,2024
RA-17,,0,,,,0,2024
RA-7,,0,,,,0,2024
RA-31,,0,,,,0,2024
RA-1269,,0,,,,0,2024
RA-12,,0,,,,0,2024
RA-35,,0,,,,0,2024
RA-1636,,0,,,,0,2024
RA-88,,0,,,,0,2024
RA-36,,0,,,,0,2024
RA-21,,0,,,,0,2024
RA-49,,0,,,,0,2024
RA-1225,,0,,,,0,2024
RA-1221,,0,,"7,0","7,0",0,2024
RA-26,,0,,,,0,2024
RA-27,,0,,,,0,2024
RA-155,,0,,,,0,2024
RA-96,,0,,,,0,2024
RA-59,,0,,,,0,2024
RA-1216,,0,,,,0,2024
RA-19,,0,,,,0,2024
RA-62,,0,,,,0,2024
RA-173,,0,,,,0,2024
RA-38,,0,,,,0,2024
RA-1224,,0,,,,0,2024
RA-39,,0,,,,0,2024
RA-1637,,0,,,,1,2024
RA-1638,,0,,,,1,2024
RA-1268,,0,,,,1,2024
RA-1260,,0,,,,1,2024
RA-1639,,0,,,,1,2024
RA-1640,,0,,,,1,2024
RA-1641,,0,,,,1,2024
RA-1266,,0,,,,1,2024
RA-1642,,0,,,,1,2024
RA-1258,,0,,,,1,2024
RA-1235,,0,,,,1,2024
RA-1643,,0,,,,1,2024
RA-1644,,0,,,,1,2024
RA-1645,,0,,,,1,2024
RA-1646,,0,,,,1,2024
RA-1647,,0,,,,1,2024
RA-1237,,0,,,,1,2024
RA-1648,,0,,,,1,2024
RA-1649,,0,,,,1,2024
RA-1650,,0,,,,1,2024
RA-1651,,0,,,,1,2024
RA-1652,,0,,,,1,2024
RA-1653,,0,,,,1,2024
RA-1654,,0,,,,1,2024
RA-1655,,0,,,,1,2024
RA-1656,,0,,,,1,2024
RA-1254,,0,,,,1,2024
RA-1233,,0,,,,1,2024
RA-1232,,0,,,,1,2024
RA-1231,,0,,,,1,2024
RA-1238,,0,,,,1,2024
RA-1267,,0,,,,1,2024
RA-1657,,0,,,,1,2024
RA-1658,,0,,,,1,2024
RA-1659,,0,,,,1,2024
RA-1252,,0,,,,1,2024
RA-1660,,0,,,,1,2024
RA-1661,,0,,,,1,2024
